Bank_Code,Bank_Name,Branch_Code,Branch_Name,Branch_Address,City,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",119,"ראשל""צ מערב",ילדי טהרן 5 מתחם הפאואר סנטר החדש,ראשון לציון,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",32,ראשון לציון,רוטשילד 14 ,ראשון לציון,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",128,מודיעין,"ערער 14 ערער פינת הפיקוס, מודיעין",מודיעין-מכבים-רעות*,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",91,מעלות,שלמה שרירא 3 ,מעלות-תרשיחא,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",366,תל נוף,"בסיס צבאי, מחנה תל-נוף 0 ",גדרה,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",397,גדרה,בן גוריון 105 ,גדרה,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",342,נבטים,"מחנה עדי, ערד 0 ",ערד,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",3,אילת,שדרות התמרים 11 ,אילת,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",477,עובדה,מחנה יוכבד 0 ממס הקניון האדום," אילת""",,,,,,,,,,,,,,,34.956666,
31,"בנק הבינלאומי הראשון לישראל בע""מ",179,פאגי רמת בית שמש,מנחם פרוש 1 ,בית שמש,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",35,קיראון,שלמה המלך 37 קניון קיראון,קריית אונו,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",62,קרית גת,הזית 54 השוק החדש,קריית גת,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",314,גלילות,מתחם גלילות 0 ,רמת השרון,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",312,יבנה,הדוגית 16 הדוגית 16 יבנה,יבנה,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",50,קרית שמונה,שד' תל חי 83 ,קריית שמונה,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",29,רחובות,הרצל 182 ,רחובות,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",135,כפר סבא הירוקה,רפפורט 1 ,כפר סבא,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",109,אשקלון,רמז 25 מרכז מסחרי חדש,אשקלון,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",24,קריית השרון,טום לנטוס 1 ,נתניה,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",183,פאגי רבי עקיבא,רבי עקיבא 86 ,בני ברק,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",188,פאגי בני ברק,יעקב לנדאו 4 ,בני ברק,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",17,באר שבע,בן צבי 9 ,באר שבע,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",19,רמות באר שבע,יצחק מודעי 30 ,באר שבע,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",367,חצור,"בסיס צבאי, מחנה מרים 0 ",חצור-אשדוד,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",371,רמת דוד,מחנה יהודית 0 ,רמת דוד,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",379,פלמחים,"מחנה הילה, דנ גן שורק 0 """,פלמחים,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",350,"מת""מ אומגה","נחום חת 1 א""ת מת""מ - טירת הכרמל",טירת כרמל,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",8,קרית ביאליק,דרך עכו 192 ,קריית ביאליק,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",46,תל אביב ראשי,שד' רוטשילד 42 ,תל אביב -יפו,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",93,ככר המדינה,ויצמן 32 בית לסין,תל אביב -יפו,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",94,טופ-דן,פנחס רוזן 72 ,תל אביב -יפו,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",361,החשמונאים,החשמונאים 84 ,תל אביב -יפו,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",365,צהלה,"צה""ל 71 ",תל אביב -יפו,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",287,יובנק - תל אביב (ראשי),שדרות רוטשילד 42 ,תל אביב -יפו,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",173,פאגי נתיבות,שד' ירושלים 136 ,נתיבות,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",33,אשדוד סיטי,"שד' מנחם בגין קניון הסיטי 7 מרכז צימר, ככר הסיטי",אשדוד,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",186,פאגי אשדוד,"רשב""י 11 רובע ז",אשדוד,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",12,ירושלים ראשי,הלל 10 ,ירושלים,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",185,פאגי ירושלים,עמוס 12 שכונת גאולה,ירושלים,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",288,יובנק - ירושלים,קרן היסוד 32 ,ירושלים,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",343,אריאל,אורי בר-און 2 ,אריאל,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",1,ראש פינה,האגס 0 קניון סנטר הגליל,ראש פינה,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",362,מפרץ חיפה,החרושת 0 מתחם חוצות המפרץ (צומת וולקן),חיפה,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",112,דניה,לסקוב 1 רמת גולדה,חיפה,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",348,אפק,יגאל אלון 18 מרכז מסחרי שפיר,ראש העין,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",375,רמת השרון,הסייפן 33 ,רמת השרון,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",174,פאגי רחובות,עזרא 4 ,רחובות,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",21,כפר סבא,רוטשילד 56 ,כפר סבא,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",349,"אוצה""ח אשקלון ברנע",שד ירושלים 119 ,אשקלון,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",22,נתניה,הרצל 5 ,נתניה,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",180,פאגי מודיעין עילית,שד' יחזקאל 2 ,מודיעין עילית,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",131,יוקנעם,שד' רבין 9 ,יקנעם עילית,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",177,פאגי ביתר עילית,"הר""ן 6 כיכר העיר בגבעה B",ביתר עילית,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",181,פאגי פתח תקוה,ישעיהו משורר 11 11 מרכז קרסו,פתח תקווה,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",34,שלוחת פתח תקוה,שפיגל 3 ,פתח תקווה,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",345,רעות,מרכז מסחרי רעות 0 ד.נ. מודיעין,מודיעין-מכבים-רעות*,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",59,כרמיאל,החרושת 15 ,כרמיאל,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",686,שמשון,הגבורה 3 ,אשקלון,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",650,אשקלון,הרצל 28 ,אשקלון,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",651,אפרידר,ככר צפניה 10 ,אשקלון,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",636,נס ציונה,הבנים 1 ,נס ציונה,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",211,נצרת עסקים פריפרד,"בנין מגדלי נצרת , כביש עוקף נצרת 1 ",נצרת,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",726,נצרת,פאולוס השישי 701 ,נצרת,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",771,עיר ימים,נתן יונתן 10 ,נתניה,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",749,הים,ככר העצמאות 11 ,נתניה,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",612,נתניה,הרצל 32 ,נתניה,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",476,קרית השרון,קלאוזנר 9 ,נתניה,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",722,יקנעם,שד' רבין 9 ,יקנעם עילית,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",551,קלנסווה,רחוב ראשי 0 ,קלנסווה,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",290,ביתר עילית,ישמח ישראל 2 ,ביתר עילית,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",202,כפר יאסיף,כפר יאסיף די סנטר 0 ,כפר יאסיף,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",703,טירת הכרמל,הרצל 39 ,טירת כרמל,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",632,דימונה,יגאל אלון 5 ,דימונה,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",719,קרית טבעון-הנשיא,יהודה הנשיא 1 ,קריית טבעון,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",657,אור יהודה,אליהו סעדון 123 ,אור יהודה,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",581,מג'אר,כביש טבריה מג'אר 0 ,מגאר,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",742,דלית אל כרמל-עוספיה,עלי מול (הקניון החדש) כביש עוקף דליה 672 0 ,דאלית אל-כרמל,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",449,יפיע,רחוב ראשי (כביש 75) 0 ,יפיע,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",90,ירכא,קניון כנעאן 1 ,ירכא,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",715,חצור,ההסתדרות 1 ,חצור הגלילית,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",486,רהט,מרכז מסחרי 0 ,רהט,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",479,סכנין,רחוב ראשי פינת רחוב הגליל 0 ,סח'נין,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",713,עכו,בן עמי 6 ,עכו,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",727,עפולה,הפרסה 1 ,עפולה,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",738,עפולה עלית,מרכז מסחרי קפלן 1 ,עפולה,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",622,פרדס חנה,"שד' הדקלים, ככר הנשיא 1 ",פרדס חנה-כרכור,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",761,חיים עוזר,חיים עוזר 22 ,פתח תקווה,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",616,פתח תקוה,חובבי ציון 1 ,פתח תקווה,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",465,אם המושבות,רפאל איתן 3 ,פתח תקווה,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",153,כפר גנים,העצמאות 65 ,פתח תקווה,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",714,צפת,הגדוד השלישי 39 ,צפת,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",729,קרית מוצקין,שד' משה גושן 19 ,קריית מוצקין,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",768,נוה-ים,הנחשול 30 ,ראשון לציון,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",634,ראשון לציון,רוטשילד 13 ,ראשון לציון,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",635,ראשונים,"שדרות נים, קניון עזריאלי 2 ",ראשון לציון,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",555,השקד,רוטשילד 78 ,ראשון לציון,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",582,מודיעין,דם המכבים 38 ,מודיעין-מכבים-רעות*,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",578,כפר קרע,כפר קרע 0 ,כפר קרע,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",473,חריש,דרך ארץ 2 ,חריש,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",712,נשר תל חנן,דרך השלום 17 ,נשר,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",637,באר יעקב,שא נס 17 ,באר יעקב,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",653,קדימה,המעלית פינת רח' הזרם 6 ,קדימה-צורן,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",570,עומר,התמר 1 ,עומר,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",747,כרמיאל,הגליל 6 ,כרמיאל,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",576,חרוד,חרוד 7 ,נוף הגליל                ,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",732,מעלות תרשיחא,שלמה שרירא  קניון צים 3 ,מעלות-תרשיחא,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",646,גדרה,הבילויים 6 ,גדרה,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",763,ערד,חן 32 ,ערד,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",644,אילת,"שד' התמרים, פינת דרך הערבה, מרכז מסחרי שבעת הכוכבים 3 ",אילת,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",609,ככר יצחק רבין,אבן גבירול 71 ,תל אביב -יפו,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",610,הדר יוסף,פנחס רוזן 28 ,תל אביב -יפו,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",681,לב דיזנגוף,דיזנגוף 64 ,תל אביב -יפו,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",500,הרימון,הרצל 14 ,תל אביב -יפו,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",567,בית אסיה,ויצמן 4 ,תל אביב -יפו,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",568,רמת אביב ג',אחימאיר 33 ,תל אביב -יפו,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",666,באקה אל גרביה,הנשיא ויצמן 190 ,באקה אל-גרביה,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",618,רמלה,דני מס 7 ,רמלה,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",537,יהלום,אבא הלל 12 ,רמת גן,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",773,נוה רם,הירדן 29 ,רמת גן,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",556,נתיבות,"בעלי המלאכה, צים סנטר 5 ",נתיבות,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",540,ככר הסיטי,הציונות 13 ,אשדוד,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",766,גור,דב גור 29 ,אשדוד,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",658,אשדוד,שבי ציון 9 ,אשדוד,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",533,מאה שערים,מלכי ישראל 32 ,ירושלים,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",538,רמות,כיסופים 801 ,ירושלים,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",694,בית הכרם,אביזוהר 8 ,ירושלים,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",695,רמות אשכול,פארן 13 ,ירושלים,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",696,מזרח ירושלים,נור אל-דין 8 ,ירושלים,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",698,שערי העיר,יפו 216 ,ירושלים,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",699,פסגת זאב,שד' משה דיין 106 ,ירושלים,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",748,תלפיות,דרך חברון 101 ,ירושלים,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",599,הגן הטכנולוגי,"הגן הטכנולוגי, בניין 2 2 ",ירושלים,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",690,"ירושלים, ראשי",המלך ג'ורג' 16 ,ירושלים,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",520,גבעת שאול,כנפי נשרים 22 ,ירושלים,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",782,רחביה,עזה 38 ,ירושלים,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",784,הגבעה הצרפתית,ההגנה 21 ,ירושלים,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",410,שוהם,שד' עמק איילון 30 ,שוהם,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",475,אלעד,יהודה הנשיא 94 ,אלעד,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",286,אריאל,הבנאי 6 ,אריאל,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",550,הגולן,"מרכז מסחרי חדש ""נוף גולן"" 0 ",בני יהודה,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",649,שדרות,ככר הנשיא 8 ,שדרות,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",478,כפר כנא,רחוב ראשי 81 ,כפר כנא,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",239,כפר מנדא,רחוב ראשי 0 ,כפר מנדא,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",542,ראש פינה,"מרכז מסחרי ""סנטר הגליל"" 0 ",ראש פינה,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",536,מזכרת בתיה,שד' אליהו 5 ,מזכרת בתיה,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",418,טמרה,רח' ראשי בנין מוחמד פאוזי 0 ,טמרה,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",648,קרית מלאכי,זבוטינסקי 22 ,קריית מלאכי,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",700,חיפה ראשי,הנביאים 18 ,חיפה,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",701,הר הכרמל,שד' הנשיא 111 ,חיפה,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",702,נוה שאנן,טרומפלדור 47 ,חיפה,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",704,אחוזה,חורב 15 ,חיפה,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",708,כרמלים,שונית 12 ,חיפה,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",692,בית שמש,"שד' יגאל אלון, קניון ביג פאשן 3 ",בית שמש,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",446,רמת בית שמש,נחל ניצנים 16 ,בית שמש,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",656,קרית אונו,הנשיא 57 ,קריית אונו,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",645,קרית גת,שד' לכיש 30 ,קריית גת,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",677,ראש העין,ברקן 1 ,ראש העין,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",447,גבעת טל,משה דיין 2 ,ראש העין,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",630,רמת השרון,סוקולוב 90 ,רמת השרון,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",762,יבנה,שד' דואני 46 ,יבנה,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",548,אום אל פחם,רחוב ראשי - כניסה ראשית 1 ,אום אל-פחם,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",506,טירה המשולש,טארק עבד אל חי 1 ,טירה,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",665,טייבה,שהין סנטר 75 ,טייבה,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",675,כפר יונה,שרת 6 ,כפר יונה,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",718,קרית שמונה,"צומת המצודות, עמית סנטר 0 ",קריית שמונה,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",728,מגדל העמק,דרך העמק 7 ,מגדל העמק,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",544,הדרים,הרצל 111 ,רחובות,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",615,רחובות,הרצל 179 ,רחובות,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",627,כפר סבא,ויצמן 102 ,כפר סבא,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",559,הדר טל,בקעת בית הנטופה 25 ,כפר סבא,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",774,נמל תעופה בן גוריון,טרמינל 3 ,לוד,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",752,התעשיה האוירית,נתבג," ת""ד 101 0 """,,,,,,,,,,,,,,,34.907585,
12,"בנק הפועלים בע""מ",685,לוד,שד' הציונות 1 ,לוד,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",143,פועלים INVEST פתח תקוה,חובבי ציון 1 ,פתח תקווה,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",552,פועלים Business פתח תקוה,דרך יצחק רבין 1 ,פתח תקווה,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",408,פועלים INVEST ראשון לציון,רוטשילד 78 ,ראשון לציון,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",980,שלוחת קרית עקרון,הרצל 42 ,קריית עקרון,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",982,שלוחת אכסאל,רחוב ראשי 0 ,אכסאל,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",984,שלוחת קיסריה,מרכז מסחרי 0 ,קיסריה,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",985,שלוחת גן יבנה,המגינים 56 ,גן יבנה,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",452,מרכז עסקים דרום,"אופנהיימר, פארק המדע 10 ",רחובות,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",416,פועלים INVEST רחובות,הרצל 179 ,רחובות,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",168,מרכז שירות נתניה 168,הצורן 4 ,נתניה,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",169,מרכז שירות נתניה 169,הצורן 4 ,נתניה,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",174,מרכז שירות נתניה 174,הצורן 4 ,נתניה,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",72,מרכז שירות נתניה 72,הצורן 4 ,נתניה,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",459,נתניה business,המלאכה 45 ,נתניה,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",472,מרכז שירות נתניה 472,הצורן 4 ,נתניה,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",613,רמת גן,ביאליק 32 ,רמת גן,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",661,רעננה,אחוזה 112 ,רעננה,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",731,שפרעם,ג'ונבלאט שכונת אלעיין 0 ,שפרעם,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",655,בני ברק,רבי עקיבא 108 ,בני ברק,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",642,בת ים,הרב ניסנבאום  37 ,בת ים,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",516,רמת הנשיא,אנה פרנק 31 ,בת ים,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",640,גבעתיים,ויצמן 20 ,גבעתיים,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",584,הגלים,שד' אבא אבן 10 ,הרצלייה,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",628,הרצליה,שד' חן 4 ,הרצלייה,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",620,חדרה,הרברט סמואל 85 ,חדרה,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",522,שנקר,שנקר 39 ,חולון,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",539,לב חולון,"צבי תדמור, מרכז נתנאל 12 ",חולון,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",758,ששת הימים,קרן היסוד 1 ,חולון,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",638,חולון-ויצמן,ויצמן 46 ,חולון,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",723,טבריה,הירדן 5 ,טבריה,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",721,קרית אתא,העצמאות 37 ,קריית אתא,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",448,מבשרת ציון,הראל 1 ,מבשרת ציון,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",673,מבוא ים,השיקמים 8 ,אור עקיבא,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",744,מג'דל שמס,"קניון פריד, אזור התעשיה 0 ",מג'דל שמס,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",549,כפר תבור,מרכז מסחרי 0 ,כפר תבור,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",633,אופקים,שד' הרצל 11 ,אופקים,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",770,האשל,אברהם אבינו 99 ,באר שבע,,,,,,,,,,,,,,,,
12,"בנק הפועלים בע""מ",668,הנשיאים,יצחק רגר 17 ,באר שבע,,,,,,,,,,,,,,,,
